particle_id,vx,vy,vz,px,py,pz,q,nhits
4514457304694784,0.00745735,-0.0241821,-10.0599,0.391158,-0.223111,0.943479,-1,14
4514594743648256,0.00745735,-0.0241821,-10.0599,-0.141702,0.0447695,3.26884,1,0
4514732182601728,0.00745735,-0.0241821,-10.0599,0.312841,0.656964,2.03355,1,2
4514800902078464,0.00745735,-0.0241821,-10.0599,0.0868599,1.16972,3.34147,-1,13
4514869621555200,0.00745735,-0.0241821,-10.0599,0.400686,1.54663,1.06739,1,11
4514938341031936,0.00745735,-0.0241821,-10.0599,0.109768,-0.273406,3.9179,1,0
4515007060508672,0.00745735,-0.0241821,-10.0599,-0.39709,0.672069,1.11996,1,11
4515144499462144,0.00745735,-0.0241821,-10.0599,0.264688,1.42449,-13.354,1,11
4515213218938880,0.00745735,-0.0241821,-10.0599,-0.404854,0.338517,-2.82825,-1,13
4515281938415616,0.00745735,-0.0241821,-10.0599,-0.0117689,1.02218,-8.11364,-1,11
4515350657892352,0.00745735,-0.0241821,-10.0599,-0.222548,0.0379234,-5.66744,1,13
4515419377369088,0.00745735,-0.0241821,-10.0599,0.688107,0.74876,-23.2458,-1,12
4515694255276032,0.00745735,-0.0241821,-10.0599,-0.290207,0.48813,-7.33161,-1,10
4515900413706240,0.00745735,-0.0241821,-10.0599,0.138632,-0.194867,-1.2759,-1,2
4516037852659712,0.00745735,-0.0241821,-10.0599,0.0237797,1.96121,51.8966,1,12
4516175291613184,0.00745735,-0.0241821,-10.0599,-0.0401183,-0.226634,6.20152,-1,12
4516312730566656,0.00745735,-0.0241821,-10.0599,-0.0542284,0.417757,4.50596,1,11
4516381450043392,0.00745735,-0.0241821,-10.0599,-0.498749,-0.0186083,-0.120075,-1,10
4516450169520128,0.00745735,-0.0241821,-10.0599,0.487537,0.2208,0.0883586,1,17
4516518888996864,0.00745735,-0.0241821,-10.0599,-0.107947,-0.151322,-0.146507,-1,7
4516656327950336,0.00745735,-0.0241821,-10.0599,0.485105,-1.29453,-4.80776,-1,12
4516725047427072,0.00745735,-0.0241821,-10.0599,-1.92744,-8.33028,-38.9014,1,11
4516793766903808,0.00745735,-0.0241821,-10.0599,-1.03762,-4.07705,-16.9569,-1,13
4517206083764224,0.00745735,-0.0241821,-10.0599,-1.30266,-4.44616,-20.9407,1,13
4517274803240960,0.00745735,-0.0241821,-10.0599,-2.36792,-7.07127,-34.5785,-1,12
4504630436302849,-27.755,65.9914,-38.6033,-0.207301,-0.260222,0.143052,1,7
4504630436306946,-27.755,65.9914,-38.6033,0.12204,0.140605,-0.110207,-1,5
4504767875256321,-196.434,-407.368,1500,0.141698,-0.0837116,-0.0464679,1,0
4504767875260418,-196.434,-407.368,1500,-0.298023,0.0835176,0.256306,1,3
4505248911593473,-325.832,372.448,1058.43,-0.0962292,-0.0495162,-0.0212419,-1,0
4505248911597570,-325.832,372.448,1058.43,-0.276793,0.0817787,-0.0432763,1,4
4505248911601666,-325.832,372.448,1058.43,0.330134,0.138487,0.172821,-1,1
4505455086813186,-232.775,611.942,-340.783,0.0422151,0.116023,0.134909,1,1
4505455070023681,-104.83,55.8715,235.505,0.0650047,-0.266067,-0.0558989,-1,5
4505455070027778,-104.83,55.8715,235.505,-0.288494,0.109251,0.115642,1,10
4505455070031874,-104.83,55.8715,235.505,0.162973,0.0900736,-0.134318,-1,3
4505729947930625,-190.087,-62.1837,-1641.56,0.311864,-0.145251,0.0100125,-1,0
4505729947934722,-190.087,-62.1837,-1641.56,-0.107138,-0.000988912,-0.0774759,-1,0
4505729947938818,-190.087,-62.1837,-1641.56,-0.163259,0.267197,-0.0676596,1,0
4505798667407361,25.7323,-172.79,-329.849,-0.127486,0.3625,-0.27238,1,10
4505798667411458,25.7323,-172.79,-329.849,0.0521387,-0.181359,0.256793,1,10
4505867386884097,-643.4,139.778,-2550,0.0811384,-0.230875,0.0225431,1,0
4505867386888194,-643.4,139.778,-2550,-0.34268,0.148782,-0.0967489,1,0
4505867386892290,-643.4,139.778,-2550,0.106989,-0.0792423,0.0459097,1,1
4507379232157698,81.1804,246.101,390.252,-0.165813,-0.35591,0.0810895,1,12
4507379232161794,81.1804,246.101,390.252,0.235733,0.427142,-0.0924462,1,8
4507379215372289,-56.7248,104.371,399.312,-0.122259,-0.270515,-0.126896,1,9
4507379215376386,-56.7248,104.371,399.312,0.192652,0.282567,-0.0159052,1,2
4507379215388674,-56.7248,104.371,399.312,-0.151638,0.0105123,0.0575706,-1,1
4507654093279233,44.0907,12.4789,570.569,-0.226984,-0.189795,0.0838731,1,10
4507722812755969,26.596,-14.6566,598,-0.135236,-0.101353,-0.367179,1,8
4508684885430273,-64.0311,-38.9831,-193.558,0.179773,0.267632,-0.0743706,-1,5
4508684885434370,-64.0311,-38.9831,-193.558,-0.264386,-0.119465,0.104972,1,11
4508684885438466,-64.0311,-38.9831,-193.558,-0.0388027,-0.192493,-0.179282,-1,7
4510883908685825,23.6561,-424.816,-2150,0.111103,-0.2511,0.0996421,1,0
4511571103453185,-49.4615,-115.152,-570.569,-1.56297,-0.505954,-4.44789,1,10
4511571103457282,-49.4615,-115.152,-570.569,1.00494,-1.42263,-5.27112,-1,8
4511571103461378,-49.4615,-115.152,-570.569,-0.215253,-0.329172,-1.38049,-1,9
4511571103465474,-49.4615,-115.152,-570.569,-0.3463,-0.455161,-2.07957,-1,9
4511571103469570,-49.4615,-115.152,-570.569,-0.0552402,-0.113884,-0.545271,1,0
4511571103473666,-49.4615,-115.152,-570.569,-0.295073,-0.701586,-3.40277,1,9
4512395753959426,482.418,-110.26,591.457,-0.250512,0.362148,0.106184,-1,3
4512395753963522,482.418,-110.26,591.457,0.0980945,-0.105616,0.0817952,-1,0
4512395737174017,-14.9987,-70.0695,97,-0.151037,-0.206374,-0.093842,1,11
4512395737178114,-14.9987,-70.0695,97,0.312983,0.12366,0.321424,1,3
4512395737190402,-14.9987,-70.0695,97,-0.13132,-0.0606541,-0.0416188,1,0
4512945492987905,55.542,46.1182,-42.7312,-0.0652842,-0.0977386,0.0792328,1,0
4512945492992002,55.542,46.1182,-42.7312,0.103088,0.188522,0.109188,1,10
4513426529325057,-300.002,203.82,655.003,0.0789009,0.0634261,-0.0151471,1,0
4513495265579009,334.766,122.831,-76.3939,-0.0700206,0.175362,0.0266189,1,1
4513495265583106,334.766,122.831,-76.3939,0.0593637,0.0855579,0.0374331,1,0
4513495248801793,-61.8563,39.147,133.115,0.333669,0.195066,-0.196387,1,2
4513495248809986,-61.8563,39.147,133.115,-0.317986,-0.129408,0.157701,-1,10
4513495248814082,-61.8563,39.147,133.115,-0.0734743,-0.0859003,0.0292883,1,1
4514045004615681,30.3581,493.926,-786.361,0.216071,0.223484,0.206488,1,4
4514182443569153,-725.821,-381.291,-847.398,-0.112745,0.0929628,0.112403,-1,1
4514182443573250,-725.821,-381.291,-847.398,0.0514989,0.131699,-0.0653201,1,1
4514732199383041,34.5825,66.511,199.672,0.220845,-0.0852351,0.107439,1,9
4514938357813249,14.3457,-41.0348,570.569,-0.158929,-0.00968354,-0.0950543,-1,3
4514938357817346,14.3457,-41.0348,570.569,-0.0142526,-0.124043,0.0429044,1,1
4515694272057345,-116.821,162.336,-2623.45,0.117664,0.00711538,0.0410427,1,0
4515900430487553,48.7018,-56.9895,-409.841,-0.0548752,0.20511,-0.170326,1,4
4515900430491650,48.7018,-56.9895,-409.841,0.0372254,-0.142008,-0.386868,1,0
4516381483601921,-689.233,-434.175,-216.796,-0.099215,0.162704,-0.173338,1,0
4516381466824705,-689.225,-434.185,-216.789,-0.235397,0.348833,-0.216057,1,0
4516381466828802,-689.225,-434.185,-216.789,0.0642877,-0.147493,0.153656,1,2
4516381466832898,-689.225,-434.185,-216.789,0.0954747,-0.0573736,-0.0242639,1,0
4517480961671168,0.00745735,-0.0241821,-10.0599,0.627464,0.582648,-12.221,1,0
4517549681147904,0.00745735,-0.0241821,-10.0599,0.372327,0.651863,-14.962,-1,14
4517480995237890,60.3122,-136.139,-598,-0.0828607,0.119098,0.0333837,1,0
4517480995241986,60.3122,-136.139,-598,0.126126,-0.292373,0.025428,1,7
4517480995246082,60.3122,-136.139,-598,-0.0166691,0.115145,-0.0222055,1,0
4517480978452481,23.6601,21.4491,-466.073,0.0401407,0.12968,0.122175,-1,1
4517480978456578,23.6601,21.4491,-466.073,0.0826038,-0.141357,-0.131168,1,1
4518649192775680,0.00745735,-0.0241821,-10.0599,-0.175931,0.0495862,1.17804,1,3
4518717912252416,0.00745735,-0.0241821,-10.0599,-0.524622,-0.200002,1.93364,-1,11
4518649209556993,-65.7597,27.042,448.481,-0.197359,0.111732,0.0287643,1,10
4518649209561090,-65.7597,27.042,448.481,-0.130098,-0.0633186,-0.141825,1,1
4518649209565186,-65.7597,27.042,448.481,0.20887,-0.0786119,0.108294,1,7
4518649209569282,-65.7597,27.042,448.481,0.0996788,0.0597094,0.066484,1,0
4519061509636096,0.00745735,-0.0241821,-10.0599,-1.39341,0.596799,12.2024,1,9
4519130229112832,0.00745735,-0.0241821,-10.0599,-0.250244,0.165915,4.05479,-1,12
4519336387543040,0.00745735,-0.0241821,-10.0599,-0.667654,1.04818,27.3523,-1,14
4519542545973248,0.00745735,-0.0241821,-10.0599,-0.010343,0.100162,-0.500153,-1,0
4519061526417409,-287.039,142.171,2550,-0.136327,-0.0157662,-0.107998,1,0
4519748704403456,0.00745735,-0.0241821,-10.0599,-0.391897,1.88291,6.65321,1,4
4519817423880192,0.00745735,-0.0241821,-10.0599,0.0108703,0.93226,3.24842,-1,12
4519748721184769,-42.3058,251.862,872.628,0.13084,-0.237265,-0.250978,1,12
4520298460217344,0.00745735,-0.0241821,-10.0599,-3.23741,2.04228,8.51704,1,11
4520367179694080,0.00745735,-0.0241821,-10.0599,-4.09035,2.71722,10.3234,-1,12
4520573338124288,0.00745735,-0.0241821,-10.0599,0.718702,0.639052,1.09883,1,2
4520642057601024,0.00745735,-0.0241821,-10.0599,0.332363,-0.0519024,0.517464,-1,11
4520573371682817,-662.069,-474.567,-435.204,-0.296371,0.0604847,-0.394653,-1,2
4520573371686914,-662.069,-474.567,-435.204,0.137936,-0.00819295,0.128094,1,0
4520573354905601,57.2167,48.4346,75.5367,0.136262,-0.239167,-0.104889,1,7
4520779496554496,35.2903,15.5649,33.5752,0.453965,0.0574699,0.515819,1,12
4520848216031232,45.4306,131.87,115.015,0.552625,1.75331,1.54111,-1,7
4520916935507968,45.4306,131.87,115.015,0.105521,0.157739,0.271133,1,6
4521535410798592,-7.71147,-8.35818,-19.7517,-0.552286,-0.596591,-0.802896,1,14
4521604130275328,-21.205,-43.5623,-23.958,-0.832198,-1.28334,-0.469939,-1,10
4521672849752064,0.00745735,-0.0241821,-10.0599,0.425005,-0.247949,0.110354,1,13
4521741569228800,0.00745735,-0.0241821,-10.0599,0.314761,-0.529208,0.250315,-1,10
4521947727659008,0.00745735,-0.0241821,-10.0599,0.669296,-0.286307,0.0935805,1,14
4523390836670464,0.00745735,-0.0241821,-10.0599,0.104682,-0.413505,4.86627,-1,14
4523459556147200,-4.05179,10.9285,-5.48773,-0.590022,1.21829,0.660864,1,11
4523528275623936,-0.0783747,0.352281,-9.98538,-0.174292,1.04184,0.047947,-1,11
4524284189868032,87.7113,-112.435,-272.862,1.02894,-1.32424,-3.15229,1,1
4524352909344768,87.7113,-112.435,-272.862,0.354256,-0.448604,-0.992407,-1,7
4524284206649345,122.469,-158.118,-380.812,0.0970049,0.122114,0.295937,1,3
4525658579402752,0.00745735,-0.0241821,-10.0599,-0.128017,0.0523497,-0.0954553,-1,0
4526345774170112,0.00745735,-0.0241821,-10.0599,0.207527,-0.219348,-1.22984,1,12
4526414493646848,0.00745735,-0.0241821,-10.0599,0.450839,-1.43187,-6.33574,-1,11
4526551932600320,0.00745735,-0.0241821,-10.0599,0.208886,-0.168135,-1.39217,1,13
4526620652077056,0.00745735,-0.0241821,-10.0599,-0.101403,-0.00278223,-1.50353,-1,0
4529369431146496,13.4315,-4.01024,256.259,0.286665,-0.133819,3.01087,-1,11
4529644309053440,21.3488,-23.4315,1003.05,0.10263,-0.306184,8.01505,-1,7
4530125345390592,3.15467,-13.9013,-123.527,0.042262,0.150074,-0.366917,1,7
4530194064867328,3.15467,-13.9013,-123.527,-0.0156382,-0.267467,-0.592957,-1,6
4530194081648641,55.55,-249.276,-669.968,-0.130859,-0.00388269,-0.0286342,-1,0
4530194081652738,55.55,-249.276,-669.968,0.1494,-0.0573814,0.110984,1,3
4531774612832256,10.4327,-26.1824,-12.1455,-0.0499206,-0.407739,-0.0829845,1,11
4531843332308992,10.4327,-26.1824,-12.1455,0.297167,-0.212634,0.0335216,-1,12
4531912051785728,0.340903,0.162145,-10.0426,-0.0380802,-0.125426,-0.0897111,1,0
4531980771262464,0.340903,0.162145,-10.0426,0.164239,0.195923,0.0962578,-1,6
4531980788043777,95.3432,346.281,128.949,-0.193743,0.0519197,-0.275365,1,1
4531980788047874,95.3432,346.281,128.949,0.136543,-0.103309,0.0186223,1,1
4532186929692672,-0.145844,0.561914,-7.7938,-1.0504,3.70789,13.5752,1,10
4532255649169408,-0.145844,0.561914,-7.7938,-2.65508,9.63431,37.3485,-1,3
4532255665950721,-31.2806,112.002,424.669,-0.257426,0.274979,0.170594,1,9
4533217721843712,-2.06642,0.119078,-11.6677,-9.20517,1.01092,-7.85565,1,15
4533698758180864,0.551559,0.150636,-9.36076,3.95913,1.37648,5.73744,-1,11
4533767477657600,0.551559,0.150636,-9.36076,0.146459,0.129757,0.380096,1,9
4533836197134336,0.670055,0.18415,-9.21311,2.70439,0.190327,2.97156,1,11
4533904916611072,0.670055,0.18415,-9.21311,0.328398,0.199424,0.613281,-1,9
4540845583761408,-2.06642,0.119078,-11.6677,-0.655621,0.256684,-0.592471,1,16
4541051742191616,157.656,51.5562,189.289,8.77922,3.053,11.2718,1,12
4541257900621824,-2.06642,0.119078,-11.6677,-0.424936,0.023633,-0.331754,-1,12
4541326620098560,2.29621,0.747213,-7.15069,8.45096,2.71363,10.1054,-1,13
4541670217482240,-37.6305,152.085,584.872,-0.0753211,0.228003,0.879077,1,1
4541807656435712,-37.6307,152.085,584.874,-0.0934555,0.361753,1.31035,-1,3
4541876375912448,-37.6307,152.085,584.874,-0.108804,0.38292,1.42015,1,3
4541945095389184,-2.10858,0.120697,-11.7034,-3.75493,0.559785,-3.50611,1,13
4542013814865920,-2.10858,0.120697,-11.7034,-0.425647,-0.39922,-0.0398505,-1,10
9007267974217728,-0.0290496,-0.0016678,0.200951,-0.129282,0.0451526,0.116408,-1,0
9007336693694464,-0.0290496,-0.0016678,0.200951,-0.267599,-0.470753,-0.303447,-1,10
9007611571601408,-0.0290496,-0.0016678,0.200951,-0.505503,0.255353,-6.48691,1,13
9007680291078144,-0.0290496,-0.0016678,0.200951,0.117011,0.774378,-2.65213,-1,10
9007749010554880,-0.0290496,-0.0016678,0.200951,-0.100504,0.659545,3.58528,1,12
9007817730031616,-0.0290496,-0.0016678,0.200951,0.241952,0.038136,5.81049,-1,11
9007886449508352,-0.0290496,-0.0016678,0.200951,0.169743,-1.30568,-2.4781,1,9
9007955168985088,-0.0290496,-0.0016678,0.200951,0.106969,0.470724,0.833361,1,12
9008023888461824,-0.0290496,-0.0016678,0.200951,0.249394,-0.65469,3.34298,-1,11
9008092607938560,-0.0290496,-0.0016678,0.200951,-0.144174,0.232033,5.54536,-1,14
9008367485845504,-0.0290496,-0.0016678,0.200951,0.278717,0.000536578,3.76696,-1,11
9008436205322240,-0.0290496,-0.0016678,0.200951,0.681179,0.0112047,0.463053,1,13
9008504924798976,-0.0290496,-0.0016678,0.200951,-0.358199,-2.13819,-11.5527,1,14
9008573644275712,-0.0290496,-0.0016678,0.200951,-0.648747,-2.65091,-16.0442,-1,11
9008711083229184,-0.0290496,-0.0016678,0.200951,0.407352,-1.00829,-16.9411,-1,12
9008779802705920,-0.0290496,-0.0016678,0.200951,-0.0262006,-1.71475,-9.81439,-1,17
9008917241659392,-0.0290496,-0.0016678,0.200951,-0.229324,-0.412657,-0.932189,-1,9
9008985961136128,-0.0290496,-0.0016678,0.200951,0.447953,-0.30632,-2.49922,1,10
9009054680612864,-0.0290496,-0.0016678,0.200951,0.627549,-0.212141,0.583165,-1,10
9009123400089600,-0.0290496,-0.0016678,0.200951,1.34318,0.369239,0.58136,1,13
9009192119566336,-0.0290496,-0.0016678,0.200951,1.34845,1.07149,1.57588,1,14
9010085472763904,-0.0290496,-0.0016678,0.200951,-0.326525,1.31037,14.515,-1,10
9010222911717376,-0.0290496,-0.0016678,0.200951,0.497567,0.870634,3.79201,-1,15
9010291631194112,-0.0290496,-0.0016678,0.200951,-0.113902,0.0761901,0.418309,-1,0
9010429070147584,-0.0290496,-0.0016678,0.200951,-0.482259,0.0698135,1.01192,1,12
9010497789624320,-0.0290496,-0.0016678,0.200951,-0.248616,-0.153249,-0.519368,-1,6
9010566509101056,-0.0290496,-0.0016678,0.200951,-0.33361,0.308321,-0.758336,1,10
9010635228577792,-0.0290496,-0.0016678,0.200951,0.0951234,-0.312365,-1.61837,-1,12
9010978825961472,-0.0290496,-0.0016678,0.200951,1.14585,3.46648,3.85232,-1,10
9011047545438208,-0.0290496,-0.0016678,0.200951,-0.0768917,2.10136,2.35478,1,13
9011184984391680,-0.0290496,-0.0016678,0.200951,0.211187,1.53523,1.3766,-1,9
9011253703868416,-0.0290496,-0.0016678,0.200951,0.108122,-0.00887041,0.159885,1,0
9011322423345152,-0.0290496,-0.0016678,0.200951,-1.06979,1.26815,-5.705,-1,7
9011391142821888,-0.0290496,-0.0016678,0.200951,0.152969,0.284087,-4.67817,1,10
9011528581775360,-0.0290496,-0.0016678,0.200951,-0.454929,1.18168,-23.3451,-1,13
