hit_id,x,y,z,volume_id,layer_id,module_id
313,-11.3573,-79.7555,-1502.5,7,2,23
314,-17.2774,-85.7803,-1502.5,7,2,23
315,-9.676,-59.0445,-1502.5,7,2,23
316,-7.17226,-54.6127,-1502.5,7,2,23
317,-13.8209,-80.3788,-1502.5,7,2,23
318,-20.1199,-115.136,-1502,7,2,24
319,-22.5111,-108.705,-1502,7,2,24
320,-45.3456,-156.873,-1502,7,2,24
321,-27.8527,-116.785,-1502,7,2,24
322,-31.5095,-140.194,-1502,7,2,24
323,-22.741,-106.986,-1502,7,2,24
324,-3.31436,-88.3153,-1498,7,2,25
325,0.229359,-82.1619,-1498,7,2,25
326,-3.91282,-62.1439,-1498,7,2,25
327,-9.34445,-66.7946,-1498,7,2,25
328,-15.295,-100.344,-1498,7,2,25
329,-9.62381,-58.8733,-1498,7,2,25
330,-6.20208,-70.2017,-1498,7,2,25
331,-13.7064,-80.1584,-1498,7,2,25
332,-10.7362,-79.3805,-1498,7,2,25
333,-5.62239,-57.1005,-1498,7,2,25
334,-5.08833,-71.982,-1498,7,2,25
335,-7.16949,-54.4537,-1498,7,2,25
336,-10.1526,-59.8565,-1498,7,2,25
337,-2.351,-55.0446,-1498,7,2,25
338,-6.56245,-58.2114,-1498,7,2,25
339,1.41238,-60.7575,-1498,7,2,25
340,-1.06063,-97.9155,-1498,7,2,25
341,-11.4757,-112.124,-1498,7,2,26
342,-20.1327,-114.831,-1498,7,2,26
343,-22.6552,-106.703,-1498,7,2,26
344,-22.3225,-108.453,-1498,7,2,26
345,-14.5642,-125.579,-1498,7,2,26
346,-26.1207,-159.567,-1498,7,2,26
347,1.79791,-128.379,-1502,7,2,27
348,-8.53435,-169.98,-1502,7,2,27
349,-3.07666,-126.634,-1502,7,2,27
350,-11.4787,-112.409,-1502,7,2,27
351,-9.33376,-151.543,-1502,7,2,27
352,0.826027,-143.988,-1502,7,2,27
353,-3.6224,-157.925,-1502,7,2,27
354,13.8938,-73.618,-1502,7,2,28
355,1.40838,-60.9112,-1502,7,2,28
356,0.241321,-82.407,-1502,7,2,28
357,12.1636,-55.4572,-1502,7,2,28
358,5.33075,-75.0623,-1502,7,2,28
359,12.8107,-101.279,-1502,7,2,28
360,13.3386,-85.0438,-1502,7,2,28
361,4.41045,-90.1343,-1502,7,2,28
362,-2.35217,-55.1891,-1502,7,2,28
363,9.15439,-79.6742,-1502,7,2,28
364,8.73104,-80.0305,-1502,7,2,28
365,3.03011,-72.5954,-1502,7,2,28
366,12.8038,-80.7976,-1502,7,2,28
367,11.2921,-163.587,-1498,7,2,29
368,10.288,-123.464,-1498,7,2,29
369,6.84472,-172.408,-1498,7,2,29
370,4.217,-125.527,-1498,7,2,29
371,3.87998,-142.926,-1498,7,2,29
372,12.6552,-146.519,-1498,7,2,29
373,1.79045,-128.045,-1498,7,2,29
374,0.806846,-143.579,-1498,7,2,29
375,23.035,-142.146,-1502,7,2,30
376,12.7533,-146.978,-1502,7,2,30
377,16.7014,-121.357,-1502,7,2,30
378,19.151,-105.26,-1502,7,2,30
379,10.2751,-123.784,-1502,7,2,30
380,14.5116,-118.325,-1502,7,2,30
381,15.5816,-104.282,-1502,7,2,30
382,25.8824,-162.564,-1502,7,2,30
383,28.1466,-158.528,-1502,7,2,30
384,8.47475,-105.615,-1502,7,2,30
385,14.9737,-111.143,-1502,7,2,30
386,13.3089,-60.2548,-1497.5,7,2,31
387,16.7575,-61.554,-1497.5,7,2,31
388,23.4359,-67.3107,-1497.5,7,2,31
389,13.8496,-73.4301,-1497.5,7,2,31
390,17.5701,-94.9242,-1497.5,7,2,31
391,14.8286,-74.5094,-1497.5,7,2,31
392,19.2841,-65.0101,-1497.5,7,2,31
393,27.268,-98.2651,-1497.5,7,2,31
394,24.6447,-75.987,-1497.5,7,2,31
395,25.4478,-74.4058,-1497.5,7,2,31
396,15.2757,-61.8073,-1497.5,7,2,31
397,16.1272,-70.2802,-1497.5,7,2,31
398,12.1626,-55.2658,-1497.5,7,2,31
399,23.9013,-74.818,-1497.5,7,2,31
400,14.0694,-53.9982,-1497.5,7,2,31
401,19.2501,-62.9408,-1497.5,7,2,31
402,15.0557,-65.3889,-1497.5,7,2,31
403,22.5653,-63.4703,-1497.5,7,2,31
404,22.2808,-85.4168,-1497.5,7,2,31
405,12.7868,-80.5692,-1497.5,7,2,31
406,44.5451,-167.665,-1498,7,2,32
407,30.2243,-105.248,-1498,7,2,32
408,33.2472,-158.97,-1498,7,2,32
409,36.6487,-154.183,-1498,7,2,32
410,19.1159,-104.971,-1498,7,2,32
411,29.394,-154.882,-1498,7,2,32
412,33.7154,-139.964,-1498,7,2,32
413,33.3296,-111.462,-1498,7,2,32
414,32.2839,-108.981,-1498,7,2,32
415,31.7775,-105.518,-1498,7,2,32
416,42.3598,-160.12,-1498,7,2,32
417,35.4982,-72.0465,-1502.5,7,2,33
418,19.0409,-60.5371,-1502.5,7,2,33
419,21.2488,-42.0878,-1502.5,7,2,33
420,14.1302,-54.1691,-1502.5,7,2,33
421,19.3167,-63.1627,-1502.5,7,2,33
422,25.5364,-74.6507,-1502.5,7,2,33
423,35.5701,-73.7881,-1502.5,7,2,33
424,29.6131,-56.4015,-1502.5,7,2,33
425,16.8389,-61.7536,-1502.5,7,2,33
426,23.9721,-75.0551,-1502.5,7,2,33
427,32.0509,-61.3357,-1502.5,7,2,33
428,19.3095,-65.2357,-1502.5,7,2,33
429,23.5018,-67.5176,-1502.5,7,2,33
430,22.6171,-63.683,-1502.5,7,2,33
431,31.1336,-87.249,-1502.5,7,2,33
432,37.4691,-77.1968,-1502.5,7,2,33
433,36.9037,-93.0784,-1502.5,7,2,33
434,24.695,-76.2778,-1502.5,7,2,33
435,24.4986,-57.1196,-1502.5,7,2,33
436,39.861,-120.738,-1502,7,2,34
437,33.4264,-111.767,-1502,7,2,34
438,32.8762,-99.112,-1502,7,2,34
439,45.6037,-129.848,-1502,7,2,34
440,43.8177,-107.842,-1502,7,2,34
441,30.3372,-105.54,-1502,7,2,34
442,32.3712,-109.248,-1502,7,2,34
443,31.8472,-105.797,-1502,7,2,34
444,52.1546,-132.873,-1502,7,2,34
445,45.7182,-152.531,-1502,7,2,34
446,46.134,-114.944,-1502,7,2,34
447,47.0262,-159.153,-1502,7,2,34
448,38.8626,-104.229,-1502,7,2,34
449,57.1248,-144.556,-1502,7,2,34
450,33.4022,-126.012,-1502,7,2,34
451,39.515,-117.818,-1502,7,2,34
452,55.2627,-147.968,-1502,7,2,34
453,76.7545,-156.812,-1498,7,2,35
454,46.4098,-121.634,-1498,7,2,35
455,46.3254,-97.9231,-1498,7,2,35
456,56.5727,-141.803,-1498,7,2,35
457,38.7308,-103.995,-1498,7,2,35
458,43.602,-101.906,-1498,7,2,35
459,56.4829,-119.319,-1498,7,2,35
460,43.634,-107.548,-1498,7,2,35
461,51.9805,-132.517,-1498,7,2,35
462,57.0317,-144.169,-1498,7,2,35
463,34.8825,-46.2532,-1498,7,2,36
464,54.6142,-79.218,-1498,7,2,36
465,48.598,-76.2904,-1498,7,2,36
466,41.5766,-73.732,-1498,7,2,36
467,41.5605,-73.61,-1498,7,2,36
468,21.2161,-41.9421,-1498,7,2,36
469,35.4515,-73.5932,-1498,7,2,36
470,37.3942,-76.9548,-1498,7,2,36
471,29.4885,-56.2071,-1498,7,2,36
472,37.3517,-48.9429,-1498,7,2,36
473,39.4249,-63.0438,-1498,7,2,36
474,32.6405,-49.3889,-1498,7,2,36
475,36.5024,-45.4516,-1498,7,2,36
476,36.9577,-58.1564,-1498,7,2,36
477,41.3838,-66.5274,-1498,7,2,36
478,31.9404,-61.1651,-1498,7,2,36
479,49.6845,-75.0968,-1498,7,2,36
480,88.6228,-142,-1502,7,2,37
481,57.4717,-95.3208,-1502,7,2,37
482,57.843,-89.6168,-1502,7,2,37
483,60.8015,-103.046,-1502,7,2,37
484,71.2212,-123.705,-1502,7,2,37
485,46.4599,-98.1566,-1502,7,2,37
486,58.9365,-106.274,-1502,7,2,37
487,59.7221,-110.15,-1502,7,2,37
488,54.5466,-89.1446,-1502,7,2,37
489,78.0627,-124.788,-1502,7,2,37
490,70.1777,-100.318,-1498,7,2,38
491,69.3733,-92.8233,-1498,7,2,38
492,88.381,-141.628,-1498,7,2,38
493,70.6198,-94.0236,-1498,7,2,38
494,89.7565,-118.952,-1498,7,2,38
495,78.8199,-105.375,-1498,7,2,38
496,78.8743,-113.859,-1498,7,2,38
497,77.7966,-124.496,-1498,7,2,38
498,60.6159,-102.777,-1498,7,2,38
499,69.2038,-102.485,-1498,7,2,38
500,99.0464,-133.929,-1498,7,2,38
501,57.3359,-95.0691,-1498,7,2,38
502,74.5826,-106.709,-1498,7,2,38
503,54.3875,-88.907,-1498,7,2,38
504,69.3257,-103.901,-1498,7,2,38
505,57.6803,-89.3786,-1498,7,2,38
506,70.3926,-108.556,-1498,7,2,38
507,65.8731,-87.4482,-1498,7,2,38
508,78.8778,-117.404,-1498,7,2,38
509,37.3623,-44.8619,-1502,7,2,39
510,57.3495,-71.8054,-1502,7,2,39
511,40.6469,-41.3168,-1502,7,2,39
512,56.188,-70.0605,-1502,7,2,39
513,42.9788,-40.5827,-1502,7,2,39
514,45.513,-46.6294,-1502,7,2,39
515,40.5835,-38.8559,-1502,7,2,39
516,56.8218,-75.8069,-1502,7,2,39
517,40.8743,-43.0459,-1502,7,2,39
518,34.9774,-46.381,-1502,7,2,39
519,36.6004,-45.5866,-1502,7,2,39
520,47.2121,-58.3558,-1502,7,2,39
521,36.5898,-42.3408,-1502,7,2,39
522,42.7276,-40.0576,-1502,7,2,39
523,43.8804,-49.7991,-1502,7,2,39
524,45.1203,-53.2526,-1502,7,2,39
525,32.7484,-49.4683,-1502,7,2,39
526,65.2982,-70.5647,-1502,7,2,39
527,57.852,-67.5435,-1502,7,2,39
528,110.927,-133.946,-1502,7,2,40
529,69.5134,-93.0768,-1502,7,2,40
530,89.9425,-119.31,-1502,7,2,40
531,76.2418,-92.8711,-1502,7,2,40
532,66.0318,-87.6978,-1502,7,2,40
533,78.5982,-84.2819,-1502,7,2,40
534,87.5865,-102.485,-1502,7,2,40
535,70.8339,-94.2635,-1502,7,2,40
536,79.0003,-105.663,-1502,7,2,40
537,93.4115,-108.539,-1502,7,2,40
538,78.3894,-84.0816,-1498,7,2,41
539,100.928,-93.0442,-1498,7,2,41
540,100.764,-108.278,-1498,7,2,41
541,106.028,-109.741,-1498,7,2,41
542,42.611,-39.9111,-1497.5,7,2,42
543,46.6091,-28.9913,-1497.5,7,2,42
544,45.4089,-46.509,-1497.5,7,2,42
545,40.4146,-38.7585,-1497.5,7,2,42
546,58.3083,-54.8302,-1497.5,7,2,42
547,55.0907,-41.4957,-1497.5,7,2,42
548,40.7501,-42.9245,-1497.5,7,2,42
549,52.4149,-36.0541,-1497.5,7,2,42
550,40.5613,-41.1851,-1497.5,7,2,42
551,45.8743,-40.5941,-1497.5,7,2,42
552,51.7569,-40.0292,-1497.5,7,2,42
553,57.8504,-58.705,-1497.5,7,2,42
554,72.6796,-51.3892,-1497.5,7,2,42
555,65.5085,-53.5495,-1497.5,7,2,42
556,42.8764,-40.4665,-1497.5,7,2,42
557,96.9627,-79.7044,-1502,7,2,43
558,101.218,-93.2465,-1502,7,2,43
559,93.4591,-69.4511,-1502,7,2,43
560,99.2063,-76.6932,-1502,7,2,43
561,85.3215,-49.1477,-1502.5,7,2,44
562,60.9452,-35.8519,-1502.5,7,2,44
563,41.1279,-22.6523,-1502.5,7,2,44
564,40.527,-23.6329,-1502.5,7,2,44
565,46.7499,-29.0882,-1502.5,7,2,44
566,52.5684,-36.1722,-1502.5,7,2,44
567,64.2736,-40.6477,-1502.5,7,2,44
568,54.6147,-24.3492,-1502.5,7,2,44
569,66.9816,-40.8411,-1502.5,7,2,44
570,73.1144,-43.6611,-1502.5,7,2,44
571,76.5337,-40.1268,-1502.5,7,2,44
572,55.3088,-41.6046,-1502.5,7,2,44
573,72.9405,-51.5884,-1502.5,7,2,44
574,51.9301,-40.1206,-1502.5,7,2,44
575,61.479,-32.0741,-1502.5,7,2,44
576,144.346,-99.5766,-1498,7,2,45
577,91.4439,-63.8224,-1498,7,2,45
578,129.322,-86.8603,-1498,7,2,45
579,116.914,-71.3306,-1498,7,2,45
580,108.798,-77.4068,-1498,7,2,45
581,92.1836,-59.0563,-1498,7,2,45
582,105.547,-75.4832,-1498,7,2,45
583,133.345,-84.7207,-1498,7,2,45
584,93.2064,-69.2722,-1498,7,2,45
585,98.9383,-76.4713,-1498,7,2,45
586,136.29,-95.9368,-1498,7,2,45
587,99.6647,-64.9689,-1498,7,2,45
588,95.3912,-62.0414,-1498,7,2,45
589,102.433,-62.5018,-1498,7,2,45
